state,county,fips,year,population,pub_sup_1,pub_sup_2,pub_sup_3,pub_sup_4,pub_sup_5,pub_sup_6,pub_sup_7,pub_sup_8,pub_sup_9,pub_sup_10,pub_sup_11,pub_sup_12,dom_sup_1,dom_sup_2,dom_sup_3,dom_sup_4,dom_sup_5,dom_sup_6,dom_sup_7,dom_sup_8,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,ind_9,irrigation_1,irrigation_2,irrigation_3,irrigation_4,irrigation_5,irrigation_6,irrigation_7,crop_1,crop_2,crop_3,crop_4,crop_5,crop_6,crop_7,golf_1,golf_2,golf_3,golf_4,golf_5,golf_6,golf_7,livestock_1,livestock_2,livestock_3,aqua_1,aqua_2,aqua_3,aqua_4,aqua_5,aqua_6,aqua_7,aqua_8,aqua_9,mining_1,mining_2,mining_3,mining_4,mining_5,mining_6,mining_7,mining_8,mining_9,thermoelectric_1,thermoelectric_2,thermoelectric_3,thermoelectric_4,thermoelectric_5,thermoelectric_6,thermoelectric_7,thermoelectric_8,thermoelectric_9,thermoelectric_10,thermoelectric_11,thermoelectric_12,thermoelectric_13,thermoelectric_14,thermoelectric_15,thermoelectric_16,thermoelectric_17,thermoelectric_18,thermoelectric_19,thermoelectric_20,thermoelectric_21,thermoelectric_22,thermoelectric_23,thermoelectric_24,thermoelectric_25,thermoelectric_26,thermoelectric_27,thermoelectric_28,thermoelectric_29,thermoelectric_30,gro_wat_1,gro_wat_2,gro_wat_3,surf_wat_1,surf_wat_2,surf_wat_3,total_withdrawal_1,total_withdrawal_2,total_withdrawal_3
VA,Richmond city,51760,2010,204214.00000000003,0.0,197000.0,197000.0,0.0,0.0,0.0,64.77,0.0,64.77,64.77,0.0,64.77,7213.999999999997,0.54,0.0,0.54,75.0,14.78,75.0,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.28,0.54,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.28,0.54,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,64.92,0.0,64.92,65.59,0.0,65.59
VA,Roanoke city,51770,2010,97032.0,0.0,97032.0,97032.0,4.86,0.0,4.86,0.0,0.0,0.0,4.86,0.0,4.86,0.0,0.0,0.0,0.0,,7.28,75.0,7.28,0.17,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.06,0.17,0.23,0.42,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.23,0.42,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,0.0,5.09,0.17,0.0,0.17,5.26,0.0,5.26
VA,Salem city,51775,2010,24802.0,5837.000000000003,18965.0,24802.0,1.05,0.0,1.05,3.41,0.0,3.41,4.46,0.0,4.46,0.0,0.0,0.0,0.0,,1.86,75.0,1.86,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.07,0.09,0.02,0.11,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,1.21,3.43,0.0,3.43,4.64,0.0,4.64
VA,Staunton city,51790,2010,23746.0,0.0,22649.0,22649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.0,0.08,0.0,0.08,73.0,1.7,75.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.2,0.0,0.0,0.2,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.08,0.0,0.08,0.23,0.0,0.23
VA,Suffolk city,51800,2010,84585.0,2986.0,66631.0,69617.0,4.99,1.36,6.35,74.77,0.0,74.77,79.76,1.36,81.12,14968.0,1.12,0.0,1.12,75.0,5.22,75.0,6.34,0.08,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.08,0.13,0.3,0.43,1.15,0.02,0.0,1.17,0.06,0.09,0.15,0.6,0.02,0.0,0.62,0.07,0.21,0.28,0.55,0.0,0.0,0.55,0.03,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35,1.36,7.71,75.11,0.0,75.11,81.46,1.36,82.82
VA,Virginia Beach city,51810,2010,437994.0,0.0,432994.0,432994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.38,0.0,0.38,76.0,32.47,75.0,32.85,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.04,0.53,0.67,1.2,2.11,0.17,0.0,2.28,0.01,0.1,0.11,0.03,0.17,0.0,0.2,0.52,0.57,1.09,2.08,0.0,0.0,2.08,0.01,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.96,0.7,0.0,0.7,1.66,0.0,1.66
VA,Waynesboro city,51820,2010,21006.0,20000.0,0.0,20000.0,2.52,0.0,2.52,0.0,0.0,0.0,2.52,0.0,2.52,1006.0,0.08,0.0,0.08,80.0,1.5,75.0,1.58,3.31,0.0,3.31,0.01,0.0,0.01,3.32,0.0,3.32,0.02,0.06,0.08,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,0.0,5.93,0.07,0.0,0.07,6.0,0.0,6.0
VA,Williamsburg city,51830,2010,14068.0,0.0,14068.0,14068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.06,75.0,1.06,0.86,0.0,0.86,0.0,0.0,0.0,0.86,0.0,0.86,0.03,0.1,0.13,0.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.89,0.1,0.0,0.1,0.99,0.0,0.99
VA,Winchester city,51840,2010,26203.00000000001,0.0,26203.00000000001,26203.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.97,75.0,1.97,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1
WA,Adams County,53001,2010,18728.0,,,12704.0,5.66,0.0,5.66,0.0,0.0,0.0,5.66,0.0,5.66,6024.0,0.68,0.0,0.68,113.0,1.44,113.0,2.12,2.22,0.0,2.22,0.0,0.0,0.0,2.22,0.0,2.22,183.57,24.21,207.78,95.35,6.79,21.69,123.83,183.45,24.21,207.66,95.25,6.79,21.69,123.73,0.12,0.0,0.12,0.1,0.0,0.0,0.1,0.94,0.01,0.95,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.07,0.0,193.07,24.22,0.0,24.22,217.29,0.0,217.29
WA,Asotin County,53003,2010,21623.0,,,20925.0,4.39,0.0,4.39,0.0,0.0,0.0,4.39,0.0,4.39,698.0,0.1,0.0,0.1,143.0,2.93,140.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.06,0.24,0.33,0.01,0.0,0.34,0.04,0.06,0.1,0.12,0.01,0.0,0.13,0.14,0.0,0.14,0.21,0.0,0.0,0.21,0.08,0.04,0.12,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.01,0.0,0.01,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,4.8,0.11,0.0,0.11,4.91,0.0,4.91
WA,Benton County,53005,2010,175177.00000000006,,,141767.0,22.23,0.0,22.23,8.15,0.0,8.15,30.38,0.0,30.38,33410.0,4.6,0.0,4.6,138.0,19.52,138.0,24.12,8.64,0.0,8.64,57.85,0.0,57.85,66.49,0.0,66.49,50.19,237.67,287.86,143.0,8.1,15.13,166.23,49.29,237.34,286.63,142.27,8.1,15.13,165.5,0.9,0.33,1.23,0.73,0.0,0.0,0.73,0.57,0.06,0.63,2.66,,2.66,1.57,,1.57,4.23,0.0,4.23,0.47,0.0,0.47,0.08,0.0,0.08,0.55,0.0,0.55,0.0,0.0,0.0,20.8,0.0,20.8,20.8,0.0,20.8,9241.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,20.8,20.8,0.0,20.8,9241.13,89.36,0.0,89.36,326.18,0.0,326.18,415.54,0.0,415.54
WA,Chelan County,53007,2010,72453.0,,,59996.0,6.98,0.0,6.98,2.87,0.0,2.87,9.85,0.0,9.85,12457.0,1.75,0.0,1.75,140.0,8.41,140.0,10.16,0.0,0.0,0.0,10.02,0.0,10.02,10.02,0.0,10.02,2.89,35.64,38.53,21.09,0.27,0.0,21.36,2.11,35.33,37.44,20.49,0.27,0.0,20.76,0.78,0.31,1.09,0.6,0.0,0.0,0.6,0.01,0.04,0.05,0.0,,0.0,8.34,,8.34,8.34,0.0,8.34,0.01,0.0,0.01,0.03,0.0,0.03,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64,0.0,11.64,56.94,0.0,56.94,68.58,0.0,68.58
WA,Clallam County,53009,2010,71404.0,,,53927.0,6.24,0.0,6.24,0.63,0.0,0.63,6.87,0.0,6.87,17477.0,1.58,0.0,1.58,90.0,4.88,90.0,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,5.09,5.8,2.97,0.46,0.0,3.43,0.21,5.04,5.25,2.65,0.46,0.0,3.11,0.5,0.05,0.55,0.32,0.0,0.0,0.32,0.09,0.05,0.14,6.4,,6.4,0.0,,0.0,6.4,0.0,6.4,0.09,0.0,0.09,0.14,0.0,0.14,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.11,0.0,15.11,5.91,0.0,5.91,21.02,0.0,21.02
WA,Clark County,53011,2010,425363.00000000006,,,324581.0,40.3,0.0,40.3,0.0,0.0,0.0,40.3,0.0,40.3,100782.0,10.26,0.0,10.26,102.0,33.04,102.0,43.3,38.72,0.0,38.72,34.34,0.0,34.34,73.06,0.0,73.06,5.07,1.74,6.81,4.23,0.22,0.0,4.45,4.04,1.74,5.78,3.42,0.22,0.0,3.64,1.03,0.0,1.03,0.81,0.0,0.0,0.81,0.37,0.1,0.47,2.16,,2.16,0.0,,0.0,2.16,0.0,2.16,0.62,0.0,0.62,0.46,0.0,0.46,1.08,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,0.0,97.5,36.64,0.0,36.64,134.14,0.0,134.14
WA,Columbia County,53013,2010,4078.0000000000014,,,2870.0,0.56,0.0,0.56,0.0,0.0,0.0,0.56,0.0,0.56,1208.0,0.17,0.0,0.17,141.0,0.4,139.0,0.57,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.55,5.41,5.96,4.28,0.15,0.0,4.43,0.49,5.41,5.9,4.23,0.15,0.0,4.38,0.06,0.0,0.06,0.05,0.0,0.0,0.05,0.06,0.02,0.08,0.0,,0.0,1.47,,1.47,1.47,0.0,1.47,0.05,0.0,0.05,0.01,0.0,0.01,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.44,6.91,0.0,6.91,8.35,0.0,8.35
WA,Cowlitz County,53015,2010,102410.0,,,76761.00000000003,0.95,0.0,0.95,9.31,0.0,9.31,10.26,0.0,10.26,25649.0,2.56,0.0,2.56,100.0,7.66,100.0,10.22,0.0,0.0,0.0,122.52,0.0,122.52,122.52,0.0,122.52,0.49,2.8,3.29,2.64,0.17,0.0,2.81,0.46,2.52,2.98,2.38,0.17,0.0,2.55,0.03,0.28,0.31,0.26,0.0,0.0,0.26,0.1,0.03,0.13,6.71,,6.71,0.0,,0.0,6.71,0.0,6.71,0.12,0.0,0.12,0.04,0.0,0.04,0.16,0.0,0.16,0.96,0.0,0.96,0.0,0.0,0.0,0.96,0.0,0.96,495.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.96,0.0,0.0,0.0,0.96,0.0,0.96,495.28,11.89,0.0,11.89,134.7,0.0,134.7,146.59,0.0,146.59
WA,Douglas County,53017,2010,38431.0,,,32055.0,4.44,0.0,4.44,0.0,0.0,0.0,4.44,0.0,4.44,6376.0,0.71,0.0,0.71,111.0,3.59,112.0,4.3,2.05,0.0,2.05,0.0,0.0,0.0,2.05,0.0,2.05,4.0,20.41,24.41,17.8,1.06,0.0,18.86,3.5,20.41,23.91,17.41,1.06,0.0,18.47,0.5,0.0,0.5,0.39,0.0,0.0,0.39,0.11,0.04,0.15,3.09,,3.09,0.0,,0.0,3.09,0.0,3.09,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,14.7,20.45,0.0,20.45,35.15,0.0,35.15
WA,Ferry County,53019,2010,7551.0,,,2356.0,0.47,0.0,0.47,0.02,0.0,0.02,0.49,0.0,0.49,5195.0,0.73,0.02,0.75,144.0,0.34,144.0,1.09,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.56,2.1,2.66,2.3,0.15,0.02,2.47,0.52,2.1,2.62,2.26,0.15,0.02,2.43,0.04,0.0,0.04,0.04,0.0,0.0,0.04,0.06,0.02,0.08,1.98,,1.98,0.0,,0.0,1.98,0.0,1.98,0.13,0.0,0.13,0.13,0.0,0.13,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,4.03,2.29,0.0,2.29,6.32,0.0,6.32
WA,Franklin County,53021,2010,78163.0,,,52719.0,3.43,0.0,3.43,11.8,0.0,11.8,15.23,0.0,15.23,25444.00000000001,3.12,0.0,3.12,123.0,6.47,123.0,9.59,1.67,0.0,1.67,0.0,0.0,0.0,1.67,0.0,1.67,80.97,373.27,454.24,174.93,11.8,16.8,203.53,80.91,373.05,453.96,174.8,11.8,16.8,203.4,0.06,0.22,0.28,0.13,0.0,0.0,0.13,1.09,0.28,1.37,3.23,,3.23,0.0,,0.0,3.23,0.0,3.23,0.44,0.0,0.44,0.0,0.0,0.0,0.44,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.95,0.0,93.95,385.35,0.0,385.35,479.3,0.0,479.3
WA,Garfield County,53023,2010,2266.0,,,1520.0,0.63,0.0,0.63,0.0,0.0,0.0,0.63,0.0,0.63,746.0,0.1,0.0,0.1,134.0,0.21,138.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.23,0.3,0.33,0.03,0.0,0.36,0.04,0.23,0.27,0.3,0.03,0.0,0.33,0.03,0.0,0.03,0.03,0.0,0.0,0.03,0.07,0.02,0.09,0.0,,0.0,1.9,,1.9,1.9,0.0,1.9,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.88,2.15,0.0,2.15,3.03,0.0,3.03
WA,Grant County,53025,2010,89120.0,,,60256.0,21.62,0.0,21.62,0.54,0.0,0.54,22.16,0.0,22.16,28864.0,6.76,0.0,6.76,234.0,14.12,234.0,20.88,3.02,0.0,3.02,0.0,0.0,0.0,3.02,0.0,3.02,186.37,845.04,1031.41,330.07,24.84,84.41,439.32,183.87,844.99,1028.86,328.95,24.84,84.41,438.2,2.5,0.05,2.55,1.12,0.0,0.0,1.12,2.97,0.33,3.3,6.43,,6.43,1.61,,1.61,8.04,0.0,8.04,0.22,0.0,0.22,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.39,0.0,227.39,847.52,0.0,847.52,1074.91,0.0,1074.91
WA,Grays Harbor County,53027,2010,72797.0,,,54687.0,4.19,0.0,4.19,3.62,0.0,3.62,7.81,0.0,7.81,18110.0,1.75,0.0,1.75,97.0,5.28,97.0,7.03,1.19,0.0,1.19,0.0,7.25,7.25,1.19,7.25,8.44,4.13,2.18,6.31,4.73,0.31,0.0,5.04,3.95,2.03,5.98,4.41,0.31,0.0,4.72,0.18,0.15,0.33,0.32,0.0,0.0,0.32,0.1,0.1,0.2,9.55,,9.55,0.0,,0.0,9.55,0.0,9.55,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.11,0.0,21.11,5.9,7.25,13.15,27.01,7.25,34.26
WA,Island County,53029,2010,78506.0,,,69031.0,3.6,0.0,3.6,2.52,0.0,2.52,6.12,0.0,6.12,9475.0,0.69,0.0,0.69,73.0,5.02,73.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.43,1.9,2.14,0.11,0.0,2.25,1.27,0.31,1.58,1.68,0.11,0.0,1.79,0.2,0.12,0.32,0.46,0.0,0.0,0.46,0.12,0.02,0.14,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,6.06,2.97,0.0,2.97,9.03,0.0,9.03
WA,Jefferson County,53031,2010,29872.0,,,23511.0,1.27,0.0,1.27,0.95,0.0,0.95,2.22,0.0,2.22,6361.000000000003,0.54,0.0,0.54,85.0,1.99,85.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.33,1.16,0.79,0.01,0.0,0.8,0.57,0.12,0.69,0.41,0.01,0.0,0.42,0.26,0.21,0.47,0.38,0.0,0.0,0.38,0.04,0.0,0.04,0.0,,0.0,1.37,,1.37,1.37,0.0,1.37,0.26,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,2.94,2.65,0.0,2.65,5.59,0.0,5.59
WA,King County,53033,2010,1931249.0,,,1886404.0,61.68,0.0,61.68,172.45,0.0,172.45,234.13,0.0,234.13,44845.0,4.95,0.0,4.95,110.0,208.4,110.0,213.35,3.11,0.0,3.11,3.1,0.0,3.1,6.21,0.0,6.21,1.53,3.69,5.22,5.81,0.12,0.0,5.93,0.62,1.09,1.71,1.71,0.12,0.0,1.83,0.91,2.6,3.51,4.1,0.0,0.0,4.1,0.86,0.07,0.93,6.73,,6.73,0.0,,0.0,6.73,0.0,6.73,1.44,0.0,1.44,0.07,0.0,0.07,1.51,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.3,0.0,80.3,179.38,0.0,179.38,259.68,0.0,259.68
WA,Kitsap County,53035,2010,251133.0,,,211923.0,13.45,0.0,13.45,6.13,0.0,6.13,19.58,0.0,19.58,39210.0,3.28,0.0,3.28,84.0,17.71,84.0,20.99,0.02,0.0,0.02,0.08,0.0,0.08,0.1,0.0,0.1,1.34,0.62,1.96,1.74,0.02,0.0,1.76,0.55,0.26,0.81,0.62,0.02,0.0,0.64,0.79,0.36,1.15,1.12,0.0,0.0,1.12,0.03,0.03,0.06,6.92,,6.92,0.0,,0.0,6.92,0.0,6.92,0.23,0.0,0.23,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.27,0.0,25.27,6.86,0.0,6.86,32.13,0.0,32.13
WA,Kittitas County,53037,2010,40915.0,,,25220.0,5.46,0.0,5.46,1.22,0.0,1.22,6.68,0.0,6.68,15695.0,2.02,0.0,2.02,129.0,3.25,129.0,5.27,1.1,0.0,1.1,0.0,0.0,0.0,1.1,0.0,1.1,2.9,118.69,121.59,20.66,2.07,20.22,42.95,1.53,118.4,119.93,20.09,2.07,20.22,42.38,1.37,0.29,1.66,0.57,0.0,0.0,0.57,0.21,0.2,0.41,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,11.8,120.22,0.0,120.22,132.02,0.0,132.02
